Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Number of Forward Gears,Fuel Information.City mpg,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque
30,108,16,6,18,2010,345,288
20,126,59,6,16,2010,500,480
20,108,16,6,18,2010,385,310
30,108,16,6,18,2010,385,310
77,60,219,4,10,2011,310,334
77,60,219,4,13,2011,310,334
77,60,219,4,9,2011,310,334
77,60,219,4,13,2011,310,334
12,19,8,6,19,2011,310,266
207,244,8,6,19,2011,320,273
12,19,8,6,19,2011,255,214
210,108,118,6,13,2010,600,560
185,108,118,6,13,2010,600,560
12,19,8,6,19,2010,310,266
12,19,8,6,19,2010,255,214
175,238,146,8,20,2011,380,427
175,238,146,6,15,2011,300,295
165,238,146,8,15,2011,500,516
175,238,146,8,16,2011,300,295
175,238,146,8,16,2011,400,369
158,187,138,6,12,2010,550,553
158,187,138,6,12,2010,500,516
163,190,138,6,11,2010,405,369
140,187,166,6,13,2010,405,369
140,187,166,6,11,2010,405,369
163,190,138,6,14,2010,290,273
163,190,138,6,13,2010,385,369
163,190,138,6,14,2010,290,273
231,214,254,6,24,2010,135,142
22,60,219,6,8,2011,280,295
22,60,219,6,11,2011,324,373
22,60,219,6,8,2011,280,295
22,60,219,6,11,2011,324,373
66,123,219,5,22,2011,155,150
66,123,219,4,22,2011,155,150
66,123,219,5,16,2011,155,150
66,123,219,4,22,2011,155,150
66,123,219,5,16,2011,172,167
66,123,219,4,22,2011,172,167
66,123,219,5,22,2010,155,150
66,123,219,4,22,2010,155,150
66,123,219,5,16,2010,155,150
66,123,219,4,22,2010,155,150
66,123,219,5,16,2010,172,167
66,123,219,4,15,2010,172,167
51,131,219,5,21,2010,260,260
51,131,219,4,19,2010,260,260
66,123,219,5,16,2011,155,150
66,123,219,4,22,2011,155,150
66,123,219,5,16,2010,155,150
66,123,219,4,22,2010,155,150
66,123,219,5,22,2010,155,150
66,123,219,4,16,2010,155,150
66,123,219,5,22,2010,172,167
66,123,219,4,15,2010,172,167
20,83,60,6,18,2011,408,310
23,24,8,6,19,2011,265,221
5,249,8,6,19,2011,330,273
25,24,8,6,19,2011,320,273
23,24,8,6,19,2010,265,221
25,24,8,6,19,2010,320,273
210,226,59,6,13,2012,300,262
210,226,59,6,18,2012,300,262
210,226,59,6,18,2012,300,262
210,226,59,4,14,2011,211,216
210,226,59,4,14,2011,211,216
210,226,59,4,17,2011,230,235
163,207,244,4,19,2011,224,226
163,207,244,4,21,2011,170,174
137,207,244,5,21,2011,170,174
163,207,244,4,21,2011,170,174
163,207,244,5,21,2011,170,174
163,207,244,4,19,2011,224,226
210,226,59,4,14,2010,211,216
210,226,59,4,18,2010,211,216
210,226,59,4,13,2010,230,235
231,5,214,6,16,2011,288,270
231,5,214,6,17,2011,288,270
231,5,214,6,17,2011,288,270
231,5,214,6,17,2011,288,270
231,5,214,6,16,2011,288,270
231,5,214,6,16,2011,288,270
231,5,214,6,17,2010,288,270
231,5,214,6,16,2010,288,270
231,5,214,6,16,2010,288,270
231,5,214,6,17,2010,288,270
231,5,214,6,16,2010,288,270
231,5,214,6,17,2010,288,270
148,148,19,5,19,2011,166,162
148,148,19,4,19,2011,166,162
158,148,19,4,19,2011,166,162
148,148,19,4,19,2011,166,162
158,148,19,4,19,2011,166,162
223,137,64,6,19,2011,182,172
223,137,64,6,17,2011,280,259
223,137,64,6,16,2011,280,259
223,137,64,6,19,2011,182,172
223,137,64,6,19,2010,182,172
223,137,64,6,16,2010,252,215
223,137,64,6,17,2010,280,259
223,137,64,6,17,2010,255,217
223,137,64,6,17,2010,255,217
158,148,19,5,19,2010,166,162
158,148,19,4,19,2010,166,162
158,148,19,4,19,2010,166,162
158,148,19,4,19,2010,166,162
158,148,19,5,17,2010,230,213
158,148,19,4,19,2010,166,162
158,148,19,4,19,2010,166,162
158,148,19,5,17,2010,230,213
158,148,19,4,19,2010,166,162
22,60,219,6,11,2011,324,373
22,60,219,6,8,2011,324,373
201,33,219,5,18,2011,248,250
201,33,219,5,18,2011,248,250
201,33,219,5,18,2011,248,250
201,33,219,6,19,2011,248,250
201,33,219,6,19,2011,248,250
55,56,219,6,11,2011,324,373
55,56,219,6,11,2011,324,373
77,60,219,4,15,2011,195,260
77,60,219,4,10,2011,310,334
77,60,219,4,10,2011,310,334
22,60,219,6,8,2011,280,295
22,60,219,6,8,2011,324,373
74,70,240,4,10,2010,302,305
34,56,219,6,10,2011,280,295
22,60,219,6,8,2011,280,295
74,70,240,4,15,2010,195,260
55,56,219,6,8,2011,280,295
137,207,244,4,21,2011,170,174
163,207,244,4,21,2011,170,174
211,13,166,5,16,2010,244,240
242,13,166,5,16,2010,244,240
242,13,166,5,17,2010,244,245
242,13,166,5,17,2010,244,245
24,60,224,4,10,2010,310,334
24,60,224,4,13,2010,310,334
24,60,224,4,10,2010,310,334
24,60,224,4,9,2010,310,334
200,42,29,6,21,2011,185,170
190,42,29,6,20,2011,185,170
24,60,224,4,15,2010,195,260
24,60,224,4,13,2010,310,334
200,42,29,6,21,2010,185,170
200,42,29,6,20,2010,185,170
200,42,29,6,20,2010,185,170
157,37,244,6,20,2011,210,221
157,37,244,6,20,2011,210,221
157,37,244,5,19,2011,210,221
157,37,244,5,19,2011,210,221
157,37,244,5,19,2010,210,221
157,37,244,6,20,2010,210,221
157,37,244,6,20,2010,210,221
157,37,244,5,19,2010,210,221
8,138,193,6,23,2011,150,140
8,193,8,6,23,2011,150,140
8,138,193,6,23,2011,150,140
43,39,219,6,22,2010,150,140
33,18,219,6,22,2011,150,140
33,18,219,6,22,2011,150,140
8,138,193,6,23,2010,150,140
8,159,193,6,23,2010,150,140
8,138,193,6,23,2010,150,140
170,37,8,5,19,2011,210,221
170,37,8,5,19,2011,210,221
170,37,8,6,21,2011,210,221
249,80,8,6,17,2011,210,221
249,80,8,6,17,2011,210,221
170,37,8,6,21,2011,210,221
249,80,8,6,20,2011,210,221
249,80,8,6,20,2011,210,221
163,207,244,4,19,2010,224,226
137,207,244,5,20,2010,170,170
163,207,244,4,20,2010,170,170
137,207,244,4,20,2010,170,170
163,207,244,4,19,2010,224,226
163,207,244,5,20,2010,170,170
163,207,244,4,20,2010,170,170
150,6,28,6,19,2011,268,248
155,235,29,6,18,2010,303,274
144,235,29,6,19,2010,303,274
144,235,29,8,17,2010,342,339
195,227,203,5,25,2012,148,145
195,227,203,5,25,2012,148,145
195,227,203,5,25,2012,148,145
195,227,203,5,25,2012,148,145
193,41,82,4,13,2011,227,237
193,41,82,4,13,2011,227,237
193,41,82,4,15,2011,292,288
193,41,82,4,13,2011,227,237
193,41,82,4,17,2010,227,237
193,41,82,4,17,2010,227,237
193,41,82,4,17,2010,227,237
193,41,82,4,13,2010,227,237
193,41,82,4,17,2010,227,237
193,41,82,4,17,2010,227,237
193,41,82,4,17,2010,227,237
193,41,82,4,15,2010,292,288
193,41,82,4,17,2010,227,237
203,223,64,6,13,2011,220,258
203,223,64,6,19,2011,182,172
246,102,83,6,11,2011,470,443
246,102,83,6,13,2011,470,443
170,37,8,5,19,2010,210,221
170,37,8,6,17,2010,210,221
170,37,8,6,17,2010,210,221
170,37,8,6,20,2010,210,221
170,37,8,5,19,2010,210,221
170,37,8,6,21,2010,210,221
224,212,146,5,16,2011,290,260
224,212,146,5,16,2011,290,260
224,212,146,5,16,2011,290,260
224,212,146,5,14,2011,360,390
224,212,146,5,12,2011,290,260
224,212,146,5,13,2011,360,390
224,212,146,5,13,2011,290,260
224,212,146,5,14,2011,360,390
224,212,146,5,12,2011,290,260
224,212,146,5,13,2011,360,390
224,212,146,5,16,2011,290,260
224,212,146,5,14,2011,360,390
224,212,146,5,16,2011,290,260
224,212,146,5,13,2011,360,390
224,212,146,5,16,2011,290,260
224,212,146,5,14,2011,360,390
224,212,146,5,16,2011,290,260
224,212,146,5,13,2011,360,390
224,212,146,5,12,2011,290,260
224,212,146,5,13,2011,360,390
170,37,8,6,20,2010,210,221
170,37,8,6,21,2010,210,221
246,102,83,6,11,2010,470,443
246,102,83,6,13,2010,470,443
195,227,203,5,18,2010,265,244
195,227,3,5,19,2011,265,244
195,227,203,4,20,2011,170,170
195,227,203,5,20,2011,170,170
195,227,203,4,20,2011,170,170
195,227,203,5,20,2011,170,170
195,227,3,6,17,2011,305,290
195,227,203,5,20,2011,170,170
195,227,203,4,20,2011,170,170
214,167,52,5,16,2010,210,235
214,167,52,5,14,2010,357,389
214,167,52,5,15,2010,210,235
214,167,52,5,13,2010,357,389
214,167,52,5,16,2010,210,235
214,167,52,5,14,2010,357,389
214,167,52,5,15,2010,210,235
214,167,52,5,13,2010,357,389
158,91,69,5,12,2010,420,420
5,115,59,6,16,2011,620,516
19,120,64,4,16,2011,210,235
19,120,64,4,15,2011,210,235
19,120,64,4,16,2011,210,235
19,120,64,4,15,2011,210,235
19,120,64,4,16,2011,210,235
19,120,64,4,15,2011,210,235
19,120,64,4,16,2011,210,235
19,120,64,4,15,2011,210,235
19,120,64,4,16,2011,210,235
19,120,64,4,15,2011,210,235
19,120,64,4,16,2011,210,235
19,120,64,4,15,2011,210,235
19,120,64,4,15,2011,210,235
203,146,212,6,15,2011,230,234
203,146,212,6,15,2011,230,234
203,146,212,6,15,2011,230,234
203,146,115,6,15,2010,230,234
95,220,229,6,12,2011,375,375
95,220,229,6,12,2011,375,375
95,220,229,6,12,2011,375,375
95,220,123,6,12,2010,375,375
244,141,46,4,16,2010,210,235
244,141,46,4,15,2010,210,235
13,141,46,4,16,2010,210,235
13,141,46,4,15,2010,210,235
13,141,46,4,15,2010,210,235
85,109,242,6,12,2011,510,461
85,109,242,6,12,2011,375,375
85,109,242,6,12,2011,375,375
85,109,242,6,12,2010,510,461
85,109,242,6,12,2010,375,375
99,14,77,6,18,2012,240,251
99,4,77,6,18,2012,240,251
69,4,77,6,18,2012,240,251
69,14,77,6,18,2012,240,251
99,4,77,6,18,2012,240,251
190,83,49,6,18,2011,173,166
190,83,49,6,14,2011,283,260
114,58,24,6,19,2011,283,260
63,38,163,6,9,2010,540,434
252,167,209,6,13,2011,375,375
252,167,209,6,12,2011,510,461
252,167,209,6,13,2011,375,375
205,58,24,4,20,2010,173,166
205,58,24,4,13,2010,186,191
205,58,24,6,16,2010,235,232
247,174,140,6,13,2010,375,375
247,174,140,6,12,2010,510,461
218,233,16,4,21,2010,173,166
218,233,16,4,21,2010,173,166
252,167,209,6,12,2011,510,461
216,63,8,6,21,2011,210,221
216,63,8,6,21,2011,210,221
249,80,8,6,17,2011,210,221
216,63,8,5,19,2011,210,221
216,63,8,5,19,2011,210,221
249,80,8,6,20,2011,210,221
134,67,3,6,23,2012,180,173
134,67,3,6,23,2012,180,173
134,67,3,6,23,2012,180,173
134,67,3,6,23,2012,180,173
134,67,3,6,23,2011,180,173
134,67,3,6,23,2011,180,173
134,67,219,5,20,2010,161,162
134,67,219,4,21,2010,161,162
246,102,83,6,11,2011,470,443
246,102,83,6,13,2011,470,443
134,67,219,5,20,2010,161,162
134,67,219,4,21,2010,161,162
246,102,83,6,11,2010,470,443
20,103,87,6,13,2010,470,443
249,80,8,6,20,2010,210,221
216,63,8,5,19,2010,210,221
216,63,8,6,21,2010,210,221
249,80,8,6,17,2010,210,221
216,63,8,5,19,2010,210,221
127,139,148,6,29,2012,121,114
127,139,148,6,28,2012,121,114
127,144,148,6,27,2012,181,177
127,144,148,6,26,2012,181,177
127,144,148,6,25,2012,208,192
127,139,148,6,29,2011,121,114
127,139,148,6,28,2011,121,114
127,144,148,6,27,2011,181,177
127,144,148,6,26,2011,181,177
127,144,148,6,25,2011,208,192
127,114,148,6,28,2010,118,114
127,114,148,6,25,2010,118,114
127,129,148,6,26,2010,172,177
127,129,148,6,24,2010,172,177
127,129,148,6,25,2010,208,192
134,139,148,6,27,2012,121,114
134,139,148,6,27,2012,121,114
134,144,148,6,27,2012,181,177
134,144,148,6,26,2012,181,177
134,144,148,6,25,2012,208,192
134,139,148,6,28,2011,121,114
134,139,148,6,27,2011,121,114
134,144,148,6,27,2011,181,177
134,144,148,6,26,2011,181,177
134,144,148,6,25,2011,208,192
127,114,148,6,28,2010,118,114
127,114,148,6,25,2010,118,114
127,129,148,6,26,2010,172,177
127,129,148,6,24,2010,172,177
127,129,148,6,25,2010,208,192
167,3,102,6,16,2011,385,380
167,127,102,6,15,2011,385,380
167,3,102,6,15,2011,470,424
167,127,102,6,15,2011,470,424
167,3,102,6,15,2011,510,461
167,127,102,6,15,2011,510,461
170,7,249,6,22,2012,169,160
170,7,249,6,22,2012,169,160
170,7,249,6,22,2012,169,160
170,7,249,6,17,2012,252,251
170,7,249,6,22,2012,169,160
170,7,249,6,17,2012,252,251
218,233,16,6,16,2010,235,232
144,119,148,6,27,2012,121,114
144,119,148,6,27,2012,121,114
152,119,148,6,27,2012,181,177
152,119,148,6,26,2012,181,177
152,119,148,6,25,2012,208,192
9,112,113,6,11,2011,510,420
9,112,113,6,12,2011,510,420
144,119,148,6,28,2011,121,114
144,119,148,6,27,2011,121,114
152,119,148,6,27,2011,181,177
152,119,148,6,26,2011,181,177
152,119,148,6,25,2011,208,192
147,99,148,6,28,2010,118,114
147,99,148,6,25,2010,118,114
152,117,148,6,26,2010,172,177
152,117,148,6,24,2010,172,177
152,117,148,6,25,2010,208,192
80,155,137,6,13,2011,470,443
80,155,137,6,13,2011,470,443
203,5,49,4,21,2011,173,166
203,5,49,6,20,2011,173,166
203,5,49,6,20,2011,173,166
203,5,49,6,14,2011,283,260
48,184,100,6,16,2011,385,380
48,184,100,6,15,2011,510,461
40,184,100,6,16,2011,385,380
40,184,100,6,15,2011,510,461
40,184,100,6,15,2011,510,461
203,180,113,5,18,2011,292,260
205,180,113,5,18,2011,292,260
205,180,113,5,16,2011,363,394
223,180,113,5,15,2011,363,394
48,184,100,6,16,2010,385,380
48,184,100,6,15,2010,510,461
195,227,203,4,20,2011,170,170
195,227,203,5,20,2011,170,170
195,227,203,4,19,2010,224,226
40,184,100,6,15,2010,510,461
40,184,100,6,16,2010,385,380
180,96,85,6,16,2011,385,380
180,96,85,6,16,2011,385,380
180,96,85,6,15,2011,510,461
180,96,85,6,15,2011,470,424
127,62,221,5,23,2011,158,141
127,62,221,5,23,2011,172,165
160,62,221,5,22,2011,172,165
127,62,221,5,23,2011,158,141
127,62,221,5,23,2011,172,165
160,62,221,5,22,2011,172,165
127,62,221,5,23,2011,172,165
160,62,221,5,22,2011,172,165
127,62,221,5,23,2011,172,165
160,62,221,5,22,2011,172,165
203,134,90,4,18,2010,178,190
203,134,90,5,17,2010,250,250
203,134,90,4,17,2010,250,250
203,134,90,4,17,2010,250,250
203,134,90,5,17,2010,250,250
203,134,90,5,16,2010,360,389
203,134,90,5,16,2010,360,389
203,134,90,4,17,2010,250,250
203,134,90,5,16,2010,360,389
190,134,90,5,13,2010,425,420
188,31,206,6,17,2011,283,260
188,31,206,6,17,2011,283,260
188,31,206,6,17,2011,283,260
214,23,161,6,16,2010,197,230
214,23,161,6,17,2010,251,259
214,23,161,6,16,2010,197,230
214,23,161,6,16,2010,197,230
180,96,85,6,16,2010,300,310
180,96,85,6,16,2010,385,380
180,96,85,6,15,2010,470,424
180,96,85,6,15,2010,510,461
132,57,219,5,23,2010,158,141
132,57,219,5,23,2010,172,165
132,57,219,5,23,2010,172,165
132,57,219,5,23,2010,158,141
132,57,219,5,23,2010,172,165
132,57,219,5,23,2010,172,165
132,57,219,5,23,2010,172,165
132,57,219,5,23,2010,172,165
93,200,183,6,21,2011,189,133
93,200,183,6,20,2011,217,155
93,200,183,6,20,2010,218,156
93,200,183,6,21,2009,189,133
93,200,183,6,20,2009,218,156
170,7,249,6,22,2011,169,160
170,7,249,6,22,2011,169,160
170,7,249,6,22,2011,169,160
170,7,249,6,17,2011,252,251
170,7,249,6,22,2011,169,160
170,7,249,6,17,2011,252,251
197,244,57,6,17,2011,276,258
26,11,252,6,27,2012,121,114
26,11,252,6,25,2012,121,114
26,13,252,6,26,2012,181,177
26,13,252,6,25,2012,181,177
26,13,252,6,25,2012,181,177
26,13,252,6,23,2012,181,177
26,11,252,6,28,2011,121,114
26,11,252,6,25,2011,121,114
26,13,252,6,26,2011,181,177
26,13,252,6,25,2011,181,177
26,13,252,6,25,2011,181,177
26,13,252,6,23,2011,181,177
170,7,249,4,22,2010,169,160
170,7,249,4,22,2010,170,158
170,7,249,6,22,2010,169,160
170,7,249,6,22,2010,169,160
170,7,249,6,17,2010,252,251
170,7,249,6,22,2010,169,160
170,7,249,6,17,2010,252,251
134,213,191,6,20,2011,240,170
134,213,191,6,20,2011,257,174
146,200,183,6,20,2010,240,170
144,200,191,6,20,2009,240,170
134,213,191,6,21,2009,257,174
236,44,198,5,26,2012,138,125
236,44,198,6,25,2012,138,125
236,44,198,5,26,2012,138,125
236,44,198,6,25,2012,138,125
236,44,198,5,26,2012,138,125
236,44,198,6,25,2012,138,125
170,7,249,4,26,2010,164,159
73,17,123,6,13,2011,405,339
73,17,123,6,13,2011,433,361
73,17,123,6,12,2010,405,339
73,17,123,6,12,2010,433,361
73,17,54,6,12,2011,433,361
73,17,123,6,12,2010,433,361
157,233,102,6,12,2011,400,339
157,233,102,6,12,2011,430,361
142,233,102,6,12,2011,440,361
34,41,79,6,15,2011,202,237
34,41,79,4,15,2011,202,237
34,41,79,6,15,2011,202,237
34,41,79,4,15,2011,202,237
34,41,79,6,15,2011,202,237
34,41,79,4,15,2011,202,237
34,41,79,6,15,2011,202,237
34,41,79,4,15,2011,202,237
8,41,79,6,15,2011,202,237
8,41,79,4,15,2011,202,237
34,41,79,6,15,2011,202,237
34,41,79,4,15,2011,202,237
6,52,85,6,15,2011,202,237
6,52,85,4,15,2011,202,237
6,52,85,6,15,2011,202,237
6,52,85,4,15,2011,202,237
6,52,85,4,15,2011,202,237
6,52,85,6,15,2011,202,237
6,52,85,4,15,2011,202,237
39,52,85,6,15,2011,202,237
39,52,85,4,15,2011,202,237
6,52,85,6,15,2011,202,237
6,52,85,4,15,2011,202,237
39,52,85,6,15,2011,202,237
39,52,85,4,15,2011,202,237
8,41,55,6,15,2010,205,240
8,41,55,4,15,2010,205,240
8,64,55,6,15,2010,205,240
8,64,55,4,15,2010,205,240
8,64,55,6,15,2010,205,240
8,64,55,4,15,2010,205,240
6,57,55,4,15,2010,205,240
6,57,55,6,15,2010,205,240
6,57,55,4,15,2010,205,240
6,75,55,4,15,2010,205,240
6,75,55,6,15,2010,205,240
6,75,55,4,15,2010,205,240
6,75,55,6,15,2010,205,240
6,75,55,4,15,2010,205,240
6,52,85,4,15,2010,205,240
127,22,181,4,18,2010,185,190
181,22,206,5,18,2010,185,190
181,22,206,4,17,2010,185,190
127,22,181,4,17,2010,242,242
181,22,206,4,17,2010,242,242
157,233,102,6,12,2010,400,339
157,233,102,6,12,2010,425,361
157,233,102,6,12,2010,433,361
249,137,184,5,15,2011,250,247
249,137,184,5,15,2011,250,247
16,137,184,5,15,2011,250,247
249,137,184,5,15,2010,250,247
249,137,184,5,15,2010,250,247
16,137,184,5,15,2010,250,247
99,144,148,6,29,2012,121,114
99,144,148,6,28,2012,121,114
104,144,148,6,27,2012,181,177
104,144,148,6,26,2012,181,177
104,175,148,6,25,2012,208,192
150,8,196,4,12,2011,224,275
150,8,196,4,12,2011,224,275
191,98,13,6,21,2011,171,171
191,98,13,6,20,2011,171,171
191,98,13,6,14,2011,240,223
191,98,13,6,18,2011,240,223
242,105,13,6,21,2011,171,171
242,105,13,6,20,2011,171,171
242,105,13,6,14,2011,240,223
242,105,13,6,13,2011,240,223
214,23,161,4,17,2010,175,205
214,23,161,6,17,2010,251,259
96,7,62,6,11,2010,500,383
91,7,62,6,11,2010,500,383
140,217,62,6,17,2010,260,225
140,217,62,6,17,2010,260,225
190,197,29,6,25,2012,178,170
190,197,29,6,25,2012,178,170
190,197,29,6,25,2012,178,170
190,197,29,6,21,2012,268,248
190,197,29,6,25,2012,178,170
190,197,29,6,21,2012,268,248
125,40,90,8,19,2011,240,221
125,40,90,8,19,2011,300,300
19,63,113,5,17,2012,260,271
36,63,113,6,15,2012,260,271
36,63,113,5,17,2012,260,271
236,198,198,5,26,2012,138,125
236,198,198,6,25,2012,138,125
236,198,198,5,26,2012,138,125
236,198,198,6,29,2012,138,148
236,198,198,6,25,2012,138,125
236,198,198,5,26,2012,138,125
236,198,198,6,29,2012,138,148
236,198,198,6,25,2012,138,125
229,245,140,6,15,2010,260,225
229,245,140,6,19,2010,265,425
229,245,140,6,14,2010,350,350
158,16,217,6,15,2011,320,335
158,16,217,6,11,2011,320,335
158,16,217,6,11,2011,320,335
158,16,217,6,15,2011,320,335
158,16,217,6,15,2011,320,335
158,16,217,6,15,2011,320,335
239,245,140,6,19,2011,265,425
239,245,140,8,14,2011,400,450
239,245,140,8,16,2011,300,300
239,245,140,8,16,2011,300,300
239,245,140,8,16,2011,300,300
158,16,217,6,10,2011,352,382
158,16,217,6,10,2011,352,382
158,16,217,6,10,2011,352,382
158,16,217,6,10,2011,352,382
158,16,217,6,15,2010,320,335
158,16,217,6,15,2010,320,335
158,16,217,6,15,2010,320,335
127,22,181,5,18,2010,185,190
127,22,181,4,18,2010,185,190
181,22,206,5,18,2010,185,190
181,22,206,4,17,2010,185,190
127,22,181,4,17,2010,242,242
181,22,206,4,17,2010,242,242
127,140,181,5,18,2010,185,190
127,140,181,4,18,2010,185,190
181,140,206,5,18,2010,185,190
181,140,206,4,17,2010,185,190
127,140,181,4,17,2010,242,242
181,140,206,4,17,2010,242,242
195,62,203,4,20,2011,170,170
195,62,203,5,20,2011,170,170
195,62,3,6,17,2011,305,290
195,62,203,5,20,2011,170,170
195,62,203,4,20,2011,170,170
195,62,3,5,19,2011,265,244
127,140,181,5,18,2010,185,190
127,140,181,4,18,2010,185,190
181,140,206,5,18,2010,185,190
181,140,206,4,17,2010,185,190
127,140,181,4,17,2010,242,242
127,140,181,4,15,2010,300,320
181,140,206,4,17,2010,242,242
181,140,206,4,14,2010,300,320
195,62,203,4,19,2010,224,226
200,62,203,4,20,2010,170,170
195,62,3,6,17,2010,305,290
195,62,203,4,20,2010,170,170
200,62,203,5,20,2010,170,170
195,62,203,5,20,2010,170,170
195,62,3,6,17,2010,305,290
195,62,203,5,18,2010,265,244
127,140,181,4,17,2010,242,242
181,140,206,4,17,2010,242,242
127,140,181,4,15,2010,300,320
181,140,206,4,14,2010,300,320
120,140,181,4,18,2010,185,190
120,140,181,4,17,2010,242,242
120,140,181,4,15,2010,300,320
188,140,206,4,16,2010,242,242
188,140,206,4,14,2010,300,320
120,140,181,4,17,2010,242,242
188,140,206,4,16,2010,242,242
120,140,181,4,15,2010,300,320
188,140,206,4,14,2010,300,320
102,188,224,4,14,2011,215,235
102,188,224,5,9,2011,310,330
102,188,224,5,14,2011,390,407
118,188,224,5,13,2011,310,330
118,188,224,5,13,2011,390,407
102,188,224,5,14,2011,310,330
118,188,224,5,13,2011,310,330
102,188,224,5,14,2011,390,407
118,188,224,5,13,2011,390,407
115,184,224,4,14,2011,215,235
115,184,224,5,9,2011,310,330
115,184,224,5,14,2011,390,407
130,184,224,5,13,2011,310,330
130,184,224,5,13,2011,390,407
115,184,224,5,14,2011,310,330
115,184,224,5,14,2011,390,407
130,184,224,5,9,2011,310,330
130,184,224,5,13,2011,390,407
115,184,224,5,14,2011,390,407
130,184,224,5,13,2011,390,407
102,188,224,5,9,2011,310,330
130,184,224,5,13,2011,390,407
115,184,224,5,14,2011,310,330
115,184,224,5,14,2011,390,407
130,184,224,5,9,2011,310,330
130,184,224,5,13,2011,390,407
115,184,224,5,14,2011,310,330
115,184,224,5,14,2011,390,407
130,184,224,5,9,2011,310,330
130,184,224,5,13,2011,390,407
115,184,224,5,14,2011,390,407
130,184,224,5,13,2011,390,407
115,184,224,5,14,2011,390,407
130,184,224,5,13,2011,390,407
115,184,224,5,14,2011,390,407
115,184,224,5,13,2011,390,407
77,102,240,4,15,2011,195,260
77,102,240,4,14,2011,302,305
77,102,240,6,11,2011,315,335
82,102,240,4,14,2011,195,260
82,102,240,4,10,2011,302,305
82,102,240,6,11,2011,315,335
77,102,240,4,14,2011,302,305
77,102,240,6,11,2011,315,335
82,102,240,4,13,2011,302,305
82,102,240,6,11,2011,315,335
102,188,224,5,14,2011,390,407
118,188,224,5,13,2011,390,407
161,10,214,6,15,2011,320,335
161,10,214,6,11,2011,320,335
161,10,214,6,11,2011,320,335
161,10,214,6,11,2011,320,335
161,10,214,6,15,2011,320,335
161,10,214,6,15,2011,320,335
153,15,191,6,13,2010,400,450
153,15,191,6,15,2010,300,300
161,10,214,6,15,2010,320,335
161,10,214,6,15,2010,320,335
161,10,214,6,15,2010,320,335
161,10,214,6,15,2010,320,335
161,10,214,6,15,2010,320,335
161,10,214,6,15,2010,320,335
153,15,191,8,16,2011,300,300
153,15,191,8,14,2011,400,450
102,10,214,4,20,2011,332,367
107,10,214,4,20,2011,332,367
102,10,214,4,21,2010,332,367
107,10,214,4,21,2010,332,367
10,143,254,6,18,2010,255,220
10,143,254,6,18,2010,300,300
57,87,199,6,17,2012,281,266
57,87,199,6,16,2012,281,266
57,87,199,6,17,2012,281,266
57,87,199,6,16,2012,281,266
57,87,199,6,17,2012,281,266
57,87,199,6,16,2012,281,266
57,87,199,6,17,2012,288,270
57,87,199,6,16,2012,288,270
10,145,254,6,18,2011,255,220
10,145,254,6,19,2011,300,300
10,145,254,6,18,2011,255,220
100,6,217,6,13,2011,403,417
100,6,217,6,9,2011,403,417
100,6,217,6,13,2011,403,417
100,6,217,6,13,2010,403,417
100,6,217,6,10,2010,403,417
100,6,217,6,10,2010,403,417
142,220,113,6,18,2011,265,223
142,220,113,6,15,2011,300,295
142,220,113,6,18,2011,265,223
142,220,113,6,17,2011,265,223
142,220,113,6,17,2011,265,223
74,70,240,4,15,2011,195,260
74,70,240,4,10,2011,302,305
74,70,240,6,15,2011,315,335
82,70,240,4,14,2011,195,260
82,70,240,4,13,2011,302,305
82,70,240,6,11,2011,315,335
74,70,240,4,14,2011,302,305
74,70,240,6,15,2011,315,335
82,70,240,4,13,2011,302,305
82,70,240,6,11,2011,315,335
78,155,92,6,13,2010,470,443
217,33,73,6,11,2011,510,420
217,33,73,6,11,2011,510,420
188,144,69,6,13,2011,220,258
188,144,69,6,20,2011,220,258
188,144,69,6,17,2011,300,295
188,144,69,6,17,2011,300,295
188,144,69,6,20,2011,220,258
188,144,69,6,18,2011,220,258
185,144,74,6,16,2010,300,295
191,98,13,6,21,2010,171,171
191,98,13,6,20,2010,171,171
191,98,13,6,14,2010,240,223
191,98,13,6,13,2010,240,223
242,105,13,6,21,2010,171,171
242,105,13,6,20,2010,171,171
242,105,13,6,19,2010,240,223
242,105,13,6,13,2010,240,223
57,87,199,6,17,2011,281,266
57,87,199,6,16,2011,281,266
57,87,199,6,17,2011,281,266
57,87,199,6,16,2011,281,266
57,87,199,6,17,2011,281,266
57,87,199,6,16,2011,281,266
57,87,199,6,17,2011,288,270
57,87,199,6,16,2011,288,270
57,87,199,6,17,2010,281,266
57,87,199,6,16,2010,281,266
57,87,199,6,17,2010,281,266
57,87,199,6,16,2010,281,266
57,87,199,6,17,2010,281,266
57,87,199,6,16,2010,281,266
57,87,199,6,17,2010,288,270
57,87,199,6,16,2010,288,270
165,192,41,6,22,2011,175,172
165,192,41,6,23,2011,175,172
165,192,41,6,23,2011,175,172
165,192,41,6,14,2011,240,223
165,192,41,6,13,2011,240,223
165,192,41,6,22,2010,175,172
165,192,41,6,22,2010,175,172
165,192,41,6,22,2010,175,172
165,192,41,6,19,2010,240,223
165,192,41,6,18,2010,240,223
155,237,28,6,18,2011,303,274
145,237,28,8,17,2011,342,339
145,237,28,6,19,2011,303,274
