mpg,Length,Width,Number of Forward Gears,Year,Car Height,Horsepower,Torque,
15,60,219,4,2012,77,195,260,
13,60,219,4,2012,77,310,334,
13,60,219,4,2012,77,310,334,
19,42,31,7,2011,111,330,270,
19,42,31,7,2011,111,330,270,
18,42,31,7,2011,124,330,270,
17,57,31,6,2011,114,330,270,
17,93,31,6,2011,114,348,276,
22,98,57,6,2011,148,182,172,
20,98,57,6,2011,148,182,172,
22,98,57,6,2011,148,182,172,
20,98,57,6,2011,148,182,172,
12,98,57,6,2011,148,264,222,
16,98,57,6,2011,148,264,222,
22,98,57,6,2011,148,182,172,
20,98,57,6,2011,148,182,172,
12,98,57,6,2011,148,264,222,
16,98,57,6,2011,148,264,222,
22,98,57,6,2011,148,182,172,
20,98,57,6,2011,148,182,172,
20,98,57,6,2011,148,182,172,
17,98,57,6,2011,148,264,222,
16,192,65,5,2011,255,260,265,
16,192,65,5,2011,255,260,265,
11,10,214,6,2011,161,320,335,
15,10,214,6,2011,161,320,335,
14,10,214,6,2011,161,403,417,
11,10,214,6,2011,161,320,335,
11,10,214,6,2011,161,320,335,
13,10,214,6,2011,161,403,417,
18,108,16,6,2010,30,345,288,
18,108,16,6,2010,20,385,310,
16,126,59,6,2010,20,500,480,
18,108,16,6,2010,30,345,288,
18,108,16,6,2010,20,385,310,
18,108,59,6,2010,20,385,310,
18,108,59,6,2010,30,345,288,
15,10,214,6,2010,161,320,335,
11,10,214,6,2010,161,320,335,
14,10,214,6,2010,163,403,417,
15,10,214,6,2010,161,320,335,
15,10,214,6,2010,161,320,335,
10,10,214,6,2010,163,403,417,
19,42,31,7,2010,111,330,270,
19,42,31,7,2010,111,330,270,
18,42,31,7,2010,124,330,270,
17,42,31,6,2010,114,330,270,
15,16,217,6,2011,158,320,335,
15,16,217,6,2011,158,320,335,
10,16,217,6,2011,158,352,382,
10,16,217,6,2011,158,352,382,
15,16,217,6,2011,158,320,335,
15,16,217,6,2011,158,320,335,
10,16,217,6,2011,158,352,382,
10,16,217,6,2011,158,352,382,
14,16,217,6,2011,158,403,417,
13,16,217,6,2011,158,403,417,
19,93,31,7,2011,114,348,276,
11,16,217,6,2011,158,320,335,
11,16,217,6,2010,158,320,335,
10,16,217,6,2010,158,352,382,
10,16,217,6,2010,158,352,382,
15,16,217,6,2010,158,320,335,
11,16,217,6,2010,158,320,335,
10,16,217,6,2010,158,352,382,
10,16,217,6,2010,158,352,382,
14,16,217,6,2010,158,403,417,
10,16,217,6,2010,158,403,417,
12,135,209,5,2010,184,320,393,
12,135,209,5,2010,206,320,393,
14,170,237,7,2011,128,400,413,
14,170,237,7,2011,128,400,413,
16,3,202,6,2010,197,300,270,
16,3,202,6,2011,197,300,270,
19,27,78,5,2010,119,240,260,
17,27,78,5,2010,119,240,260,
19,27,78,5,2011,119,240,260,
17,27,78,5,2011,119,240,260,
13,7,11,6,2010,111,414,295,
16,23,203,6,2010,60,300,270,
16,23,203,6,2011,60,300,270,
13,7,11,6,2011,111,414,295,
16,109,55,5,2010,175,300,271,
17,109,55,6,2011,175,300,271,
18,101,88,5,2010,172,280,254,
17,101,88,5,2010,172,305,273,
17,101,88,6,2010,172,305,273,
14,9,24,6,2010,132,414,295,
14,9,24,6,2011,132,414,295,
18,101,88,5,2011,172,280,254,
17,101,88,5,2011,172,305,273,
17,101,88,6,2011,172,305,273,
14,230,24,6,2010,167,414,295,
14,230,24,6,2011,167,414,295,
11,60,219,6,2011,22,324,373,
15,60,219,4,2011,77,195,260,
13,60,219,4,2011,77,310,334,
10,60,219,4,2011,77,310,334,
11,60,219,6,2011,22,280,295,
11,60,219,6,2011,22,324,373,
8,60,219,6,2011,22,280,295,
24,214,254,6,2012,231,135,142,
21,107,48,5,2010,160,201,170,
20,107,48,6,2010,160,201,172,
18,107,48,5,2010,160,280,254,
24,214,254,6,2011,231,135,142,
22,107,48,5,2011,160,201,170,
21,107,48,6,2011,160,201,172,
19,107,48,5,2011,160,280,254,
22,197,48,5,2011,190,201,170,
15,60,224,4,2010,24,195,260,
10,60,224,4,2010,24,310,334,
10,60,224,4,2010,24,310,334,
20,10,214,4,2011,161,332,367,
20,10,214,4,2011,161,332,367,
20,10,217,4,2011,161,332,367,
20,10,217,4,2011,161,332,367,
21,10,214,4,2010,161,332,367,
21,10,214,4,2010,161,332,367,
21,10,214,4,2010,161,332,367,
21,10,214,4,2010,161,332,367,
18,108,16,6,2010,30,345,288,
18,108,16,6,2010,30,345,288,
16,126,59,6,2010,20,500,480,
18,108,16,6,2010,20,385,310,
18,108,16,6,2010,30,385,310,
10,60,219,4,2011,77,310,334,
13,60,219,4,2011,77,310,334,
9,60,219,4,2011,77,310,334,
13,60,219,4,2011,77,310,334,
19,19,8,6,2011,12,310,266,
19,244,8,6,2011,207,320,273,
19,19,8,6,2011,12,255,214,
13,108,118,6,2010,210,600,560,
13,108,118,6,2010,185,600,560,
19,19,8,6,2010,12,310,266,
19,19,8,6,2010,12,255,214,
20,238,146,8,2011,175,380,427,
15,238,146,6,2011,175,300,295,
15,238,146,8,2011,165,500,516,
16,238,146,8,2011,175,300,295,
16,238,146,8,2011,175,400,369,
12,187,138,6,2010,158,550,553,
12,187,138,6,2010,158,500,516,
11,190,138,6,2010,163,405,369,
13,187,166,6,2010,140,405,369,
11,187,166,6,2010,140,405,369,
14,190,138,6,2010,163,290,273,
13,190,138,6,2010,163,385,369,
14,190,138,6,2010,163,290,273,
24,214,254,6,2010,231,135,142,
8,60,219,6,2011,22,280,295,
11,60,219,6,2011,22,324,373,
8,60,219,6,2011,22,280,295,
11,60,219,6,2011,22,324,373,
22,123,219,5,2011,66,155,150,
22,123,219,4,2011,66,155,150,
16,123,219,5,2011,66,155,150,
22,123,219,4,2011,66,155,150,
16,123,219,5,2011,66,172,167,
22,123,219,4,2011,66,172,167,
22,123,219,5,2010,66,155,150,
22,123,219,4,2010,66,155,150,
16,123,219,5,2010,66,155,150,
22,123,219,4,2010,66,155,150,
16,123,219,5,2010,66,172,167,
15,123,219,4,2010,66,172,167,
21,131,219,5,2010,51,260,260,
19,131,219,4,2010,51,260,260,
16,123,219,5,2011,66,155,150,
22,123,219,4,2011,66,155,150,
16,123,219,5,2010,66,155,150,
22,123,219,4,2010,66,155,150,
22,123,219,5,2010,66,155,150,
16,123,219,4,2010,66,155,150,
22,123,219,5,2010,66,172,167,
15,123,219,4,2010,66,172,167,
18,83,60,6,2011,20,408,310,
19,24,8,6,2011,23,265,221,
19,249,8,6,2011,5,330,273,
19,24,8,6,2011,25,320,273,
19,24,8,6,2010,23,265,221,
19,24,8,6,2010,25,320,273,
13,226,59,6,2012,210,300,262,
18,226,59,6,2012,210,300,262,
18,226,59,6,2012,210,300,262,
14,226,59,4,2011,210,211,216,
14,226,59,4,2011,210,211,216,
17,226,59,4,2011,210,230,235,
19,207,244,4,2011,163,224,226,
21,207,244,4,2011,163,170,174,
21,207,244,5,2011,137,170,174,
21,207,244,4,2011,163,170,174,
21,207,244,5,2011,163,170,174,
19,207,244,4,2011,163,224,226,
14,226,59,4,2010,210,211,216,
18,226,59,4,2010,210,211,216,
13,226,59,4,2010,210,230,235,
16,5,214,6,2011,231,288,270,
17,5,214,6,2011,231,288,270,
17,5,214,6,2011,231,288,270,
17,5,214,6,2011,231,288,270,
16,5,214,6,2011,231,288,270,
16,5,214,6,2011,231,288,270,
17,5,214,6,2010,231,288,270,
16,5,214,6,2010,231,288,270,
16,5,214,6,2010,231,288,270,
17,5,214,6,2010,231,288,270,
16,5,214,6,2010,231,288,270,
17,5,214,6,2010,231,288,270,
19,148,19,5,2011,148,166,162,
19,148,19,4,2011,148,166,162,
19,148,19,4,2011,158,166,162,
19,148,19,4,2011,148,166,162,
19,148,19,4,2011,158,166,162,
19,137,64,6,2011,223,182,172,
17,137,64,6,2011,223,280,259,
16,137,64,6,2011,223,280,259,
19,137,64,6,2011,223,182,172,
19,137,64,6,2010,223,182,172,
16,137,64,6,2010,223,252,215,
17,137,64,6,2010,223,280,259,
17,137,64,6,2010,223,255,217,
17,137,64,6,2010,223,255,217,
19,148,19,5,2010,158,166,162,
19,148,19,4,2010,158,166,162,
19,148,19,4,2010,158,166,162,
19,148,19,4,2010,158,166,162,
17,148,19,5,2010,158,230,213,
19,148,19,4,2010,158,166,162,
19,148,19,4,2010,158,166,162,
17,148,19,5,2010,158,230,213,
19,148,19,4,2010,158,166,162,
11,60,219,6,2011,22,324,373,
8,60,219,6,2011,22,324,373,
18,33,219,5,2011,201,248,250,
18,33,219,5,2011,201,248,250,
18,33,219,5,2011,201,248,250,
19,33,219,6,2011,201,248,250,
19,33,219,6,2011,201,248,250,
11,56,219,6,2011,55,324,373,
11,56,219,6,2011,55,324,373,
15,60,219,4,2011,77,195,260,
10,60,219,4,2011,77,310,334,
10,60,219,4,2011,77,310,334,
8,60,219,6,2011,22,280,295,
8,60,219,6,2011,22,324,373,
10,70,240,4,2010,74,302,305,
10,56,219,6,2011,34,280,295,
8,60,219,6,2011,22,280,295,
15,70,240,4,2010,74,195,260,
8,56,219,6,2011,55,280,295,
21,207,244,4,2011,137,170,174,
21,207,244,4,2011,163,170,174,
16,13,166,5,2010,211,244,240,
16,13,166,5,2010,242,244,240,
17,13,166,5,2010,242,244,245,
17,13,166,5,2010,242,244,245,
10,60,224,4,2010,24,310,334,
13,60,224,4,2010,24,310,334,
10,60,224,4,2010,24,310,334,
9,60,224,4,2010,24,310,334,
21,42,29,6,2011,200,185,170,
20,42,29,6,2011,190,185,170,
15,60,224,4,2010,24,195,260,
13,60,224,4,2010,24,310,334,
21,42,29,6,2010,200,185,170,
20,42,29,6,2010,200,185,170,
20,42,29,6,2010,200,185,170,
20,37,244,6,2011,157,210,221,
20,37,244,6,2011,157,210,221,
19,37,244,5,2011,157,210,221,
19,37,244,5,2011,157,210,221,
19,37,244,5,2010,157,210,221,
20,37,244,6,2010,157,210,221,
20,37,244,6,2010,157,210,221,
19,37,244,5,2010,157,210,221,
23,138,193,6,2011,8,150,140,
23,193,8,6,2011,8,150,140,
23,138,193,6,2011,8,150,140,
22,39,219,6,2010,43,150,140,
22,18,219,6,2011,33,150,140,
22,18,219,6,2011,33,150,140,
23,138,193,6,2010,8,150,140,
23,159,193,6,2010,8,150,140,
23,138,193,6,2010,8,150,140,
19,37,8,5,2011,170,210,221,
19,37,8,5,2011,170,210,221,
21,37,8,6,2011,170,210,221,
17,80,8,6,2011,249,210,221,
17,80,8,6,2011,249,210,221,
21,37,8,6,2011,170,210,221,
20,80,8,6,2011,249,210,221,
20,80,8,6,2011,249,210,221,
19,207,244,4,2010,163,224,226,
20,207,244,5,2010,137,170,170,
20,207,244,4,2010,163,170,170,
20,207,244,4,2010,137,170,170,
19,207,244,4,2010,163,224,226,
20,207,244,5,2010,163,170,170,
20,207,244,4,2010,163,170,170,
19,6,28,6,2011,150,268,248,
18,235,29,6,2010,155,303,274,
19,235,29,6,2010,144,303,274,
17,235,29,8,2010,144,342,339,
25,227,203,5,2012,195,148,145,
25,227,203,5,2012,195,148,145,
25,227,203,5,2012,195,148,145,
25,227,203,5,2012,195,148,145,
13,41,82,4,2011,193,227,237,
13,41,82,4,2011,193,227,237,
15,41,82,4,2011,193,292,288,
13,41,82,4,2011,193,227,237,
17,41,82,4,2010,193,227,237,
17,41,82,4,2010,193,227,237,
17,41,82,4,2010,193,227,237,
13,41,82,4,2010,193,227,237,
17,41,82,4,2010,193,227,237,
17,41,82,4,2010,193,227,237,
17,41,82,4,2010,193,227,237,
15,41,82,4,2010,193,292,288,
17,41,82,4,2010,193,227,237,
13,223,64,6,2011,203,220,258,
19,223,64,6,2011,203,182,172,
11,102,83,6,2011,246,470,443,
13,102,83,6,2011,246,470,443,
19,37,8,5,2010,170,210,221,
17,37,8,6,2010,170,210,221,
17,37,8,6,2010,170,210,221,
20,37,8,6,2010,170,210,221,
19,37,8,5,2010,170,210,221,
21,37,8,6,2010,170,210,221,
16,212,146,5,2011,224,290,260,
16,212,146,5,2011,224,290,260,
16,212,146,5,2011,224,290,260,
14,212,146,5,2011,224,360,390,
12,212,146,5,2011,224,290,260,
13,212,146,5,2011,224,360,390,
13,212,146,5,2011,224,290,260,
14,212,146,5,2011,224,360,390,
12,212,146,5,2011,224,290,260,
13,212,146,5,2011,224,360,390,
16,212,146,5,2011,224,290,260,
14,212,146,5,2011,224,360,390,
16,212,146,5,2011,224,290,260,
13,212,146,5,2011,224,360,390,
16,212,146,5,2011,224,290,260,
14,212,146,5,2011,224,360,390,
16,212,146,5,2011,224,290,260,
13,212,146,5,2011,224,360,390,
12,212,146,5,2011,224,290,260,
13,212,146,5,2011,224,360,390,
20,37,8,6,2010,170,210,221,
21,37,8,6,2010,170,210,221,
11,102,83,6,2010,246,470,443,
13,102,83,6,2010,246,470,443,
18,227,203,5,2010,195,265,244,
19,227,3,5,2011,195,265,244,
20,227,203,4,2011,195,170,170,
20,227,203,5,2011,195,170,170,
20,227,203,4,2011,195,170,170,
20,227,203,5,2011,195,170,170,
17,227,3,6,2011,195,305,290,
20,227,203,5,2011,195,170,170,
20,227,203,4,2011,195,170,170,
16,167,52,5,2010,214,210,235,
14,167,52,5,2010,214,357,389,
15,167,52,5,2010,214,210,235,
13,167,52,5,2010,214,357,389,
16,167,52,5,2010,214,210,235,
14,167,52,5,2010,214,357,389,
15,167,52,5,2010,214,210,235,
13,167,52,5,2010,214,357,389,
12,91,69,5,2010,158,420,420,
16,115,59,6,2011,5,620,516,
16,120,64,4,2011,19,210,235,
15,120,64,4,2011,19,210,235,
16,120,64,4,2011,19,210,235,
15,120,64,4,2011,19,210,235,
16,120,64,4,2011,19,210,235,
15,120,64,4,2011,19,210,235,
16,120,64,4,2011,19,210,235,
15,120,64,4,2011,19,210,235,
16,120,64,4,2011,19,210,235,
15,120,64,4,2011,19,210,235,
16,120,64,4,2011,19,210,235,
15,120,64,4,2011,19,210,235,
15,120,64,4,2011,19,210,235,
15,146,212,6,2011,203,230,234,
15,146,212,6,2011,203,230,234,
15,146,212,6,2011,203,230,234,
15,146,115,6,2010,203,230,234,
12,220,229,6,2011,95,375,375,
12,220,229,6,2011,95,375,375,
12,220,229,6,2011,95,375,375,
12,220,123,6,2010,95,375,375,
16,141,46,4,2010,244,210,235,
15,141,46,4,2010,244,210,235,
16,141,46,4,2010,13,210,235,
15,141,46,4,2010,13,210,235,
15,141,46,4,2010,13,210,235,
12,109,242,6,2011,85,510,461,
12,109,242,6,2011,85,375,375,
12,109,242,6,2011,85,375,375,
12,109,242,6,2010,85,510,461,
12,109,242,6,2010,85,375,375,
18,14,77,6,2012,99,240,251,
18,4,77,6,2012,99,240,251,
18,4,77,6,2012,69,240,251,
18,14,77,6,2012,69,240,251,
18,4,77,6,2012,99,240,251,
18,83,49,6,2011,190,173,166,
14,83,49,6,2011,190,283,260,
19,58,24,6,2011,114,283,260,
9,38,163,6,2010,63,540,434,
13,167,209,6,2011,252,375,375,
12,167,209,6,2011,252,510,461,
13,167,209,6,2011,252,375,375,
20,58,24,4,2010,205,173,166,
13,58,24,4,2010,205,186,191,
16,58,24,6,2010,205,235,232,
13,174,140,6,2010,247,375,375,
12,174,140,6,2010,247,510,461,
21,233,16,4,2010,218,173,166,
21,233,16,4,2010,218,173,166,
12,167,209,6,2011,252,510,461,
21,63,8,6,2011,216,210,221,
21,63,8,6,2011,216,210,221,
17,80,8,6,2011,249,210,221,
19,63,8,5,2011,216,210,221,
19,63,8,5,2011,216,210,221,
20,80,8,6,2011,249,210,221,
23,67,3,6,2012,134,180,173,
23,67,3,6,2012,134,180,173,
23,67,3,6,2012,134,180,173,
23,67,3,6,2012,134,180,173,
23,67,3,6,2011,134,180,173,
23,67,3,6,2011,134,180,173,
20,67,219,5,2010,134,161,162,
21,67,219,4,2010,134,161,162,
11,102,83,6,2011,246,470,443,
13,102,83,6,2011,246,470,443,
20,67,219,5,2010,134,161,162,
21,67,219,4,2010,134,161,162,
11,102,83,6,2010,246,470,443,
13,103,87,6,2010,20,470,443,
20,80,8,6,2010,249,210,221,
19,63,8,5,2010,216,210,221,
21,63,8,6,2010,216,210,221,
17,80,8,6,2010,249,210,221,
19,63,8,5,2010,216,210,221,
29,139,148,6,2012,127,121,114,
28,139,148,6,2012,127,121,114,
27,144,148,6,2012,127,181,177,
26,144,148,6,2012,127,181,177,
25,144,148,6,2012,127,208,192,
29,139,148,6,2011,127,121,114,
28,139,148,6,2011,127,121,114,
27,144,148,6,2011,127,181,177,
26,144,148,6,2011,127,181,177,
25,144,148,6,2011,127,208,192,
28,114,148,6,2010,127,118,114,
25,114,148,6,2010,127,118,114,
26,129,148,6,2010,127,172,177,
24,129,148,6,2010,127,172,177,
25,129,148,6,2010,127,208,192,
27,139,148,6,2012,134,121,114,
27,139,148,6,2012,134,121,114,
27,144,148,6,2012,134,181,177,
26,144,148,6,2012,134,181,177,
25,144,148,6,2012,134,208,192,
28,139,148,6,2011,134,121,114,
27,139,148,6,2011,134,121,114,
27,144,148,6,2011,134,181,177,
26,144,148,6,2011,134,181,177,
25,144,148,6,2011,134,208,192,
28,114,148,6,2010,127,118,114,
25,114,148,6,2010,127,118,114,
26,129,148,6,2010,127,172,177,
24,129,148,6,2010,127,172,177,
25,129,148,6,2010,127,208,192,
16,3,102,6,2011,167,385,380,
15,127,102,6,2011,167,385,380,
15,3,102,6,2011,167,470,424,
15,127,102,6,2011,167,470,424,
15,3,102,6,2011,167,510,461,
15,127,102,6,2011,167,510,461,
22,7,249,6,2012,170,169,160,
22,7,249,6,2012,170,169,160,
22,7,249,6,2012,170,169,160,
17,7,249,6,2012,170,252,251,
22,7,249,6,2012,170,169,160,
17,7,249,6,2012,170,252,251,
16,233,16,6,2010,218,235,232,
27,119,148,6,2012,144,121,114,
27,119,148,6,2012,144,121,114,
27,119,148,6,2012,152,181,177,
26,119,148,6,2012,152,181,177,
25,119,148,6,2012,152,208,192,
11,112,113,6,2011,9,510,420,
12,112,113,6,2011,9,510,420,
28,119,148,6,2011,144,121,114,
27,119,148,6,2011,144,121,114,
27,119,148,6,2011,152,181,177,
26,119,148,6,2011,152,181,177,
25,119,148,6,2011,152,208,192,
28,99,148,6,2010,147,118,114,
25,99,148,6,2010,147,118,114,
26,117,148,6,2010,152,172,177,
24,117,148,6,2010,152,172,177,
25,117,148,6,2010,152,208,192,
13,155,137,6,2011,80,470,443,
13,155,137,6,2011,80,470,443,
21,5,49,4,2011,203,173,166,
20,5,49,6,2011,203,173,166,
20,5,49,6,2011,203,173,166,
14,5,49,6,2011,203,283,260,
16,184,100,6,2011,48,385,380,
15,184,100,6,2011,48,510,461,
16,184,100,6,2011,40,385,380,
15,184,100,6,2011,40,510,461,
15,184,100,6,2011,40,510,461,
18,180,113,5,2011,203,292,260,
18,180,113,5,2011,205,292,260,
16,180,113,5,2011,205,363,394,
15,180,113,5,2011,223,363,394,
16,184,100,6,2010,48,385,380,
15,184,100,6,2010,48,510,461,
20,227,203,4,2011,195,170,170,
20,227,203,5,2011,195,170,170,
19,227,203,4,2010,195,224,226,
15,184,100,6,2010,40,510,461,
16,184,100,6,2010,40,385,380,
16,96,85,6,2011,180,385,380,
16,96,85,6,2011,180,385,380,
15,96,85,6,2011,180,510,461,
15,96,85,6,2011,180,470,424,
23,62,221,5,2011,127,158,141,
23,62,221,5,2011,127,172,165,
22,62,221,5,2011,160,172,165,
23,62,221,5,2011,127,158,141,
23,62,221,5,2011,127,172,165,
22,62,221,5,2011,160,172,165,
23,62,221,5,2011,127,172,165,
22,62,221,5,2011,160,172,165,
23,62,221,5,2011,127,172,165,
22,62,221,5,2011,160,172,165,
18,134,90,4,2010,203,178,190,
17,134,90,5,2010,203,250,250,
17,134,90,4,2010,203,250,250,
17,134,90,4,2010,203,250,250,
17,134,90,5,2010,203,250,250,
16,134,90,5,2010,203,360,389,
16,134,90,5,2010,203,360,389,
17,134,90,4,2010,203,250,250,
16,134,90,5,2010,203,360,389,
13,134,90,5,2010,190,425,420,
17,31,206,6,2011,188,283,260,
17,31,206,6,2011,188,283,260,
17,31,206,6,2011,188,283,260,
16,23,161,6,2010,214,197,230,
17,23,161,6,2010,214,251,259,
16,23,161,6,2010,214,197,230,
16,23,161,6,2010,214,197,230,
16,96,85,6,2010,180,300,310,
16,96,85,6,2010,180,385,380,
15,96,85,6,2010,180,470,424,
15,96,85,6,2010,180,510,461,
23,57,219,5,2010,132,158,141,
23,57,219,5,2010,132,172,165,
23,57,219,5,2010,132,172,165,
23,57,219,5,2010,132,158,141,
23,57,219,5,2010,132,172,165,
23,57,219,5,2010,132,172,165,
23,57,219,5,2010,132,172,165,
23,57,219,5,2010,132,172,165,
21,200,183,6,2011,93,189,133,
20,200,183,6,2011,93,217,155,
20,200,183,6,2010,93,218,156,
21,200,183,6,2009,93,189,133,
20,200,183,6,2009,93,218,156,
22,7,249,6,2011,170,169,160,
22,7,249,6,2011,170,169,160,
22,7,249,6,2011,170,169,160,
17,7,249,6,2011,170,252,251,
22,7,249,6,2011,170,169,160,
17,7,249,6,2011,170,252,251,
17,244,57,6,2011,197,276,258,
27,11,252,6,2012,26,121,114,
25,11,252,6,2012,26,121,114,
26,13,252,6,2012,26,181,177,
25,13,252,6,2012,26,181,177,
25,13,252,6,2012,26,181,177,
23,13,252,6,2012,26,181,177,
28,11,252,6,2011,26,121,114,
25,11,252,6,2011,26,121,114,
26,13,252,6,2011,26,181,177,
25,13,252,6,2011,26,181,177,
25,13,252,6,2011,26,181,177,
23,13,252,6,2011,26,181,177,
22,7,249,4,2010,170,169,160,
22,7,249,4,2010,170,170,158,
22,7,249,6,2010,170,169,160,
22,7,249,6,2010,170,169,160,
17,7,249,6,2010,170,252,251,
22,7,249,6,2010,170,169,160,
17,7,249,6,2010,170,252,251,
20,213,191,6,2011,134,240,170,
20,213,191,6,2011,134,257,174,
20,200,183,6,2010,146,240,170,
20,200,191,6,2009,144,240,170,
21,213,191,6,2009,134,257,174,
26,44,198,5,2012,236,138,125,
25,44,198,6,2012,236,138,125,
26,44,198,5,2012,236,138,125,
25,44,198,6,2012,236,138,125,
26,44,198,5,2012,236,138,125,
25,44,198,6,2012,236,138,125,
26,7,249,4,2010,170,164,159,
13,17,123,6,2011,73,405,339,
13,17,123,6,2011,73,433,361,
12,17,123,6,2010,73,405,339,
12,17,123,6,2010,73,433,361,
12,17,54,6,2011,73,433,361,
12,17,123,6,2010,73,433,361,
12,233,102,6,2011,157,400,339,
12,233,102,6,2011,157,430,361,
12,233,102,6,2011,142,440,361,
15,41,79,6,2011,34,202,237,
15,41,79,4,2011,34,202,237,
15,41,79,6,2011,34,202,237,
15,41,79,4,2011,34,202,237,
15,41,79,6,2011,34,202,237,
15,41,79,4,2011,34,202,237,
15,41,79,6,2011,34,202,237,
15,41,79,4,2011,34,202,237,
15,41,79,6,2011,8,202,237,
15,41,79,4,2011,8,202,237,
15,41,79,6,2011,34,202,237,
15,41,79,4,2011,34,202,237,
15,52,85,6,2011,6,202,237,
15,52,85,4,2011,6,202,237,
15,52,85,6,2011,6,202,237,
15,52,85,4,2011,6,202,237,
15,52,85,4,2011,6,202,237,
15,52,85,6,2011,6,202,237,
15,52,85,4,2011,6,202,237,
15,52,85,6,2011,39,202,237,
15,52,85,4,2011,39,202,237,
15,52,85,6,2011,6,202,237,
15,52,85,4,2011,6,202,237,
15,52,85,6,2011,39,202,237,
15,52,85,4,2011,39,202,237,
15,41,55,6,2010,8,205,240,
15,41,55,4,2010,8,205,240,
15,64,55,6,2010,8,205,240,
15,64,55,4,2010,8,205,240,
15,64,55,6,2010,8,205,240,
15,64,55,4,2010,8,205,240,
15,57,55,4,2010,6,205,240,
15,57,55,6,2010,6,205,240,
15,57,55,4,2010,6,205,240,
15,75,55,4,2010,6,205,240,
15,75,55,6,2010,6,205,240,
15,75,55,4,2010,6,205,240,
15,75,55,6,2010,6,205,240,
15,75,55,4,2010,6,205,240,
15,52,85,4,2010,6,205,240,
18,22,181,4,2010,127,185,190,
18,22,206,5,2010,181,185,190,
17,22,206,4,2010,181,185,190,
17,22,181,4,2010,127,242,242,
17,22,206,4,2010,181,242,242,
12,233,102,6,2010,157,400,339,
12,233,102,6,2010,157,425,361,
12,233,102,6,2010,157,433,361,
15,137,184,5,2011,249,250,247,
15,137,184,5,2011,249,250,247,
15,137,184,5,2011,16,250,247,
15,137,184,5,2010,249,250,247,
15,137,184,5,2010,249,250,247,
15,137,184,5,2010,16,250,247,
29,144,148,6,2012,99,121,114,
28,144,148,6,2012,99,121,114,
27,144,148,6,2012,104,181,177,
26,144,148,6,2012,104,181,177,
25,175,148,6,2012,104,208,192,
12,8,196,4,2011,150,224,275,
12,8,196,4,2011,150,224,275,
21,98,13,6,2011,191,171,171,
20,98,13,6,2011,191,171,171,
14,98,13,6,2011,191,240,223,
18,98,13,6,2011,191,240,223,
21,105,13,6,2011,242,171,171,
20,105,13,6,2011,242,171,171,
14,105,13,6,2011,242,240,223,
13,105,13,6,2011,242,240,223,
17,23,161,4,2010,214,175,205,
17,23,161,6,2010,214,251,259,
11,7,62,6,2010,96,500,383,
11,7,62,6,2010,91,500,383,
17,217,62,6,2010,140,260,225,
17,217,62,6,2010,140,260,225,
25,197,29,6,2012,190,178,170,
25,197,29,6,2012,190,178,170,
25,197,29,6,2012,190,178,170,
21,197,29,6,2012,190,268,248,
25,197,29,6,2012,190,178,170,
21,197,29,6,2012,190,268,248,
19,40,90,8,2011,125,240,221,
19,40,90,8,2011,125,300,300,
17,63,113,5,2012,19,260,271,
15,63,113,6,2012,36,260,271,
17,63,113,5,2012,36,260,271,
26,198,198,5,2012,236,138,125,
25,198,198,6,2012,236,138,125,
26,198,198,5,2012,236,138,125,
29,198,198,6,2012,236,138,148,
25,198,198,6,2012,236,138,125,
26,198,198,5,2012,236,138,125,
29,198,198,6,2012,236,138,148,
25,198,198,6,2012,236,138,125,
15,245,140,6,2010,229,260,225,
19,245,140,6,2010,229,265,425,
14,245,140,6,2010,229,350,350,
15,16,217,6,2011,158,320,335,
11,16,217,6,2011,158,320,335,
11,16,217,6,2011,158,320,335,
15,16,217,6,2011,158,320,335,
15,16,217,6,2011,158,320,335,
15,16,217,6,2011,158,320,335,
19,245,140,6,2011,239,265,425,
14,245,140,8,2011,239,400,450,
16,245,140,8,2011,239,300,300,
16,245,140,8,2011,239,300,300,
16,245,140,8,2011,239,300,300,
10,16,217,6,2011,158,352,382,
10,16,217,6,2011,158,352,382,
10,16,217,6,2011,158,352,382,
10,16,217,6,2011,158,352,382,
15,16,217,6,2010,158,320,335,
15,16,217,6,2010,158,320,335,
15,16,217,6,2010,158,320,335,
18,22,181,5,2010,127,185,190,
18,22,181,4,2010,127,185,190,
18,22,206,5,2010,181,185,190,
17,22,206,4,2010,181,185,190,
17,22,181,4,2010,127,242,242,
17,22,206,4,2010,181,242,242,
18,140,181,5,2010,127,185,190,
18,140,181,4,2010,127,185,190,
18,140,206,5,2010,181,185,190,
17,140,206,4,2010,181,185,190,
17,140,181,4,2010,127,242,242,
17,140,206,4,2010,181,242,242,
20,62,203,4,2011,195,170,170,
20,62,203,5,2011,195,170,170,
17,62,3,6,2011,195,305,290,
20,62,203,5,2011,195,170,170,
20,62,203,4,2011,195,170,170,
19,62,3,5,2011,195,265,244,
18,140,181,5,2010,127,185,190,
18,140,181,4,2010,127,185,190,
18,140,206,5,2010,181,185,190,
17,140,206,4,2010,181,185,190,
17,140,181,4,2010,127,242,242,
15,140,181,4,2010,127,300,320,
17,140,206,4,2010,181,242,242,
14,140,206,4,2010,181,300,320,
19,62,203,4,2010,195,224,226,
20,62,203,4,2010,200,170,170,
17,62,3,6,2010,195,305,290,
20,62,203,4,2010,195,170,170,
20,62,203,5,2010,200,170,170,
20,62,203,5,2010,195,170,170,
